hip	ecl_lon	ecl_lat	plx_diff	plx_diff_error	div	xhip_plx	xhip_plx_error	tgas_plx	tgas_plx_error
47696	146.01633804965584	-7.045093202926759	28.542470339468174	1.51355591443921	18.85788960102177	4.84	1.35	-23.702470339468174	0.6843621162322711
21000	66.65859357359531	-16.340384640787992	81.14648051569627	4.759547950031509	17.04919907680709	84.76	4.74	3.6135194843037324	0.43092538640597655
66211	214.8823049308451	-22.765141085977447	19.217788116763437	1.138315684417854	16.8826524836927	6.66	0.68	-12.557788116763435	0.9128869576194455
50305	149.55885782835736	6.538412002735129	12.274379917952203	0.7574778609747229	16.204275465104054	8.73	0.65	-3.544379917952202	0.3889379254673446
97837	315.68498448815745	60.1232732955767	-10.910401720820726	0.6952966140129667	15.691722785546682	18.76	0.56	29.670401720820728	0.4121133114301167
26111	86.74682090941958	46.298104226436415	29.35850761453933	1.9591758803017905	14.985131202215985	30.22	1.94	0.8614923854606678	0.27344127332262036
72481	234.2352478677574	-28.10593438246666	-17.700864630663343	1.3293673282571885	13.315254748940854	3.86	1.21	21.560864630663342	0.550561071487674
91154	275.4541345497995	-37.95887558027216	20.62668907421054	1.6293554711252132	12.659416216871323	46.71	1.44	26.083310925789462	0.7623642510543536
113324	20.082064532821505	55.54383661788289	-6.482925893470726	0.536056019813235	12.093747022427644	5.22	0.46	11.702925893470725	0.27523818117769816
91295	281.19282979809697	35.34530720878634	12.854709576191137	1.154963680565529	11.129968666977318	20.19	1.02	7.335290423808865	0.5417943368340735
65268	187.81425275365498	31.990012056484627	-9.983186894772128	0.9182164820981085	10.872367344093762	18.28	0.72	28.26318689477213	0.5698434065571224
78267	245.65270221131186	-18.084096848078776	11.278458308845577	1.045084518729731	10.791910229953656	27.08	0.9	15.801541691154421	0.5312265536365381
74915	240.38017092129522	-28.505121874479016	12.13848564740475	1.265746639900675	9.589980541727746	11.22	0.96	-0.9184856474047485	0.824933061781287
48095	231.90570602261926	-70.46960470748739	5.540501055796398	0.6033958492711434	9.182199483952209	21.6	0.42	16.059498944203604	0.4332280587838748
10548	326.5720879067543	-69.56635703127552	-7.542985586895284	0.8316804207130538	9.069572156608173	11.57	0.51	19.112985586895284	0.6569568647920823
9316	0.41368870270283276	-55.03913467804662	7.3154341398324	0.8306028640100069	8.807378901289539	13.9	0.54	6.584565860167601	0.6311110185233864
37206	146.7466403160881	-73.22578869506167	5.865472145452953	0.7166729505016723	8.184307976667895	15.41	0.67	9.544527854547047	0.25440148973772236
52530	149.75323318732106	22.711202817930033	-5.696560987883313	0.7055863608275755	8.0735134692823	8.32	0.58	14.016560987883313	0.4018110408959684
5300	354.96442028792023	-43.999626467838354	9.153343058855084	1.1415587153579376	8.018284942956296	16.48	0.61	7.3266569411449165	0.9649125870303821
58924	120.89314387674047	63.518855216567346	6.369674615640733	0.7986688877072521	7.975363399876801	17.32	0.57	10.950325384359267	0.5594389977392882
99731	8.16775675203055	76.23197112297103	4.32453400183897	0.5432051074869322	7.961143851989655	14.82	0.47	10.49546599816103	0.2723449812276511
